Category,Item,Age,Year,Value
Housing,Miscellaneous household equipment,75 and over,2011,464
Housing,Miscellaneous household equipment,75 and over,2012,538
Misc,Miscellaneous expenditures,0 to 25,2003,251
Misc,Miscellaneous expenditures,0 to 25,2004,297
Misc,Miscellaneous expenditures,0 to 25,2005,263
Misc,Miscellaneous expenditures,0 to 25,2006,388
Misc,Miscellaneous expenditures,0 to 25,2007,368
Misc,Miscellaneous expenditures,0 to 25,2008,280
Misc,Miscellaneous expenditures,0 to 25,2009,243
Misc,Miscellaneous expenditures,0 to 25,2010,277
Misc,Miscellaneous expenditures,0 to 25,2011,285
Misc,Miscellaneous expenditures,0 to 25,2012,372
Misc,Miscellaneous expenditures,25 and 34,2003,532
Misc,Miscellaneous expenditures,25 and 34,2004,600
Misc,Miscellaneous expenditures,25 and 34,2005,697
Misc,Miscellaneous expenditures,25 and 34,2006,615
Misc,Miscellaneous expenditures,25 and 34,2007,589
Misc,Miscellaneous expenditures,25 and 34,2008,726
Misc,Miscellaneous expenditures,25 and 34,2009,631
Misc,Miscellaneous expenditures,25 and 34,2010,668
Misc,Miscellaneous expenditures,25 and 34,2011,606
Misc,Miscellaneous expenditures,25 and 34,2012,660
Misc,Miscellaneous expenditures,35 and 44,2003,601
Misc,Miscellaneous expenditures,35 and 44,2004,773
Misc,Miscellaneous expenditures,35 and 44,2005,791
Misc,Miscellaneous expenditures,35 and 44,2006,943
Misc,Miscellaneous expenditures,35 and 44,2007,845
Misc,Miscellaneous expenditures,35 and 44,2008,862
Misc,Miscellaneous expenditures,35 and 44,2009,967
Misc,Miscellaneous expenditures,35 and 44,2010,922
Misc,Miscellaneous expenditures,35 and 44,2011,781
Misc,Miscellaneous expenditures,35 and 44,2012,876
Misc,Miscellaneous expenditures,45 and 54,2003,830
Misc,Miscellaneous expenditures,45 and 54,2004,774
Misc,Miscellaneous expenditures,45 and 54,2005,949
Misc,Miscellaneous expenditures,45 and 54,2006,971
Misc,Miscellaneous expenditures,45 and 54,2007,1008
Misc,Miscellaneous expenditures,45 and 54,2008,957
Misc,Miscellaneous expenditures,45 and 54,2009,1051
Misc,Miscellaneous expenditures,45 and 54,2010,938
Misc,Miscellaneous expenditures,45 and 54,2011,947
Misc,Miscellaneous expenditures,45 and 54,2012,924
Misc,Miscellaneous expenditures,55 and 64,2003,675
Misc,Miscellaneous expenditures,55 and 64,2004,825
Misc,Miscellaneous expenditures,55 and 64,2005,981
Misc,Miscellaneous expenditures,55 and 64,2006,1105
Misc,Miscellaneous expenditures,55 and 64,2007,1084
Misc,Miscellaneous expenditures,55 and 64,2008,1316
Misc,Miscellaneous expenditures,55 and 64,2009,952
Misc,Miscellaneous expenditures,55 and 64,2010,1146
Misc,Miscellaneous expenditures,55 and 64,2011,931
Misc,Miscellaneous expenditures,55 and 64,2012,908
Misc,Miscellaneous expenditures,65 and 74,2003,547
Misc,Miscellaneous expenditures,65 and 74,2004,735
Misc,Miscellaneous expenditures,65 and 74,2005,1037
Misc,Miscellaneous expenditures,65 and 74,2006,966
Misc,Miscellaneous expenditures,65 and 74,2007,787
Misc,Miscellaneous expenditures,65 and 74,2008,659
Misc,Miscellaneous expenditures,65 and 74,2009,820
Misc,Miscellaneous expenditures,65 and 74,2010,761
Misc,Miscellaneous expenditures,65 and 74,2011,821
Misc,Miscellaneous expenditures,65 and 74,2012,1031
Misc,Miscellaneous expenditures,75 and over,2003,519
Misc,Miscellaneous expenditures,75 and over,2004,547
Misc,Miscellaneous expenditures,75 and over,2005,635
Misc,Miscellaneous expenditures,75 and over,2006,549
Misc,Miscellaneous expenditures,75 and over,2007,548
Misc,Miscellaneous expenditures,75 and over,2008,507
Misc,Miscellaneous expenditures,75 and over,2009,491
Misc,Miscellaneous expenditures,75 and over,2010,787
Misc,Miscellaneous expenditures,75 and over,2011,674
Misc,Miscellaneous expenditures,75 and over,2012,743
Food,Nonalcoholic beverages,0 to 25,2003,159
Food,Nonalcoholic beverages,0 to 25,2004,171
Food,Nonalcoholic beverages,0 to 25,2005,186
Food,Nonalcoholic beverages,0 to 25,2006,200
Food,Nonalcoholic beverages,0 to 25,2007,255
Food,Nonalcoholic beverages,0 to 25,2008,246
Food,Nonalcoholic beverages,0 to 25,2009,232
Food,Nonalcoholic beverages,0 to 25,2010,223
Food,Nonalcoholic beverages,0 to 25,2011,236
Food,Nonalcoholic beverages,0 to 25,2012,272
Food,Nonalcoholic beverages,25 and 34,2003,256
Food,Nonalcoholic beverages,25 and 34,2004,281
Food,Nonalcoholic beverages,25 and 34,2005,281
Food,Nonalcoholic beverages,25 and 34,2006,315
Food,Nonalcoholic beverages,25 and 34,2007,305
Food,Nonalcoholic beverages,25 and 34,2008,310
Food,Nonalcoholic beverages,25 and 34,2009,315
Food,Nonalcoholic beverages,25 and 34,2010,311
Food,Nonalcoholic beverages,25 and 34,2011,319
Food,Nonalcoholic beverages,25 and 34,2012,331
Food,Nonalcoholic beverages,35 and 44,2003,317
Food,Nonalcoholic beverages,35 and 44,2004,340
Food,Nonalcoholic beverages,35 and 44,2005,389
Food,Nonalcoholic beverages,35 and 44,2006,409
Food,Nonalcoholic beverages,35 and 44,2007,382
Food,Nonalcoholic beverages,35 and 44,2008,431
Food,Nonalcoholic beverages,35 and 44,2009,401
Food,Nonalcoholic beverages,35 and 44,2010,384
Food,Nonalcoholic beverages,35 and 44,2011,434
Food,Nonalcoholic beverages,35 and 44,2012,419
Food,Nonalcoholic beverages,45 and 54,2003,329
Food,Nonalcoholic beverages,45 and 54,2004,370
Food,Nonalcoholic beverages,45 and 54,2005,366
Food,Nonalcoholic beverages,45 and 54,2006,413
Food,Nonalcoholic beverages,45 and 54,2007,411
Food,Nonalcoholic beverages,45 and 54,2008,424
Food,Nonalcoholic beverages,45 and 54,2009,405
Food,Nonalcoholic beverages,45 and 54,2010,419
Food,Nonalcoholic beverages,45 and 54,2011,442
Food,Nonalcoholic beverages,45 and 54,2012,455
Food,Nonalcoholic beverages,55 and 64,2003,291
Food,Nonalcoholic beverages,55 and 64,2004,295
Food,Nonalcoholic beverages,55 and 64,2005,317
Food,Nonalcoholic beverages,55 and 64,2006,342
Food,Nonalcoholic beverages,55 and 64,2007,343
Food,Nonalcoholic beverages,55 and 64,2008,321
Food,Nonalcoholic beverages,55 and 64,2009,329
Food,Nonalcoholic beverages,55 and 64,2010,360
Food,Nonalcoholic beverages,55 and 64,2011,368
Food,Nonalcoholic beverages,55 and 64,2012,384
Food,Nonalcoholic beverages,65 and 74,2003,217
Food,Nonalcoholic beverages,65 and 74,2004,226
Food,Nonalcoholic beverages,65 and 74,2005,238
Food,Nonalcoholic beverages,65 and 74,2006,266
Food,Nonalcoholic beverages,65 and 74,2007,297
Food,Nonalcoholic beverages,65 and 74,2008,285
Food,Nonalcoholic beverages,65 and 74,2009,309
Food,Nonalcoholic beverages,65 and 74,2010,279
Food,Nonalcoholic beverages,65 and 74,2011,310
Food,Nonalcoholic beverages,65 and 74,2012,353
Food,Nonalcoholic beverages,75 and over,2003,164
Food,Nonalcoholic beverages,75 and over,2004,175
Food,Nonalcoholic beverages,75 and over,2005,167
Food,Nonalcoholic beverages,75 and over,2006,176
Food,Nonalcoholic beverages,75 and over,2007,192
Food,Nonalcoholic beverages,75 and over,2008,207
Food,Nonalcoholic beverages,75 and over,2009,216
Food,Nonalcoholic beverages,75 and over,2010,177
Food,Nonalcoholic beverages,75 and over,2011,253
Food,Nonalcoholic beverages,75 and over,2012,235
Housing,Natural gas,0 to 25,2003,118
Housing,Natural gas,0 to 25,2004,135
Housing,Natural gas,0 to 25,2005,191
Housing,Natural gas,0 to 25,2006,186
Housing,Natural gas,0 to 25,2007,169
Housing,Natural gas,0 to 25,2008,211
Housing,Natural gas,0 to 25,2009,188
Housing,Natural gas,0 to 25,2010,186
Housing,Natural gas,0 to 25,2011,172
Housing,Natural gas,0 to 25,2012,162
Housing,Natural gas,25 and 34,2003,341
Housing,Natural gas,25 and 34,2004,366
Housing,Natural gas,25 and 34,2005,396
Housing,Natural gas,25 and 34,2006,421
Housing,Natural gas,25 and 34,2007,379
Housing,Natural gas,25 and 34,2008,400
Housing,Natural gas,25 and 34,2009,405
Housing,Natural gas,25 and 34,2010,355
Housing,Natural gas,25 and 34,2011,341
Housing,Natural gas,25 and 34,2012,279
Housing,Natural gas,35 and 44,2003,427
Housing,Natural gas,35 and 44,2004,474
Housing,Natural gas,35 and 44,2005,524
Housing,Natural gas,35 and 44,2006,559
Housing,Natural gas,35 and 44,2007,534
Housing,Natural gas,35 and 44,2008,588
Housing,Natural gas,35 and 44,2009,524
Housing,Natural gas,35 and 44,2010,497
Housing,Natural gas,35 and 44,2011,458
Housing,Natural gas,35 and 44,2012,402
Housing,Natural gas,45 and 54,2003,468
Housing,Natural gas,45 and 54,2004,473
Housing,Natural gas,45 and 54,2005,536
Housing,Natural gas,45 and 54,2006,598
Housing,Natural gas,45 and 54,2007,539
Housing,Natural gas,45 and 54,2008,623
Housing,Natural gas,45 and 54,2009,552
Housing,Natural gas,45 and 54,2010,506
Housing,Natural gas,45 and 54,2011,481
Housing,Natural gas,45 and 54,2012,432
Housing,Natural gas,55 and 64,2003,432
Housing,Natural gas,55 and 64,2004,477
Housing,Natural gas,55 and 64,2005,521
Housing,Natural gas,55 and 64,2006,563
Housing,Natural gas,55 and 64,2007,557
Housing,Natural gas,55 and 64,2008,603
Housing,Natural gas,55 and 64,2009,530
Housing,Natural gas,55 and 64,2010,456
Housing,Natural gas,55 and 64,2011,461
Housing,Natural gas,55 and 64,2012,390
Housing,Natural gas,65 and 74,2003,411
Housing,Natural gas,65 and 74,2004,478
Housing,Natural gas,65 and 74,2005,504
Housing,Natural gas,65 and 74,2006,526
Housing,Natural gas,65 and 74,2007,522
Housing,Natural gas,65 and 74,2008,552
Housing,Natural gas,65 and 74,2009,485
Housing,Natural gas,65 and 74,2010,455
Housing,Natural gas,65 and 74,2011,434
Housing,Natural gas,65 and 74,2012,365
Housing,Natural gas,75 and over,2003,380
Housing,Natural gas,75 and over,2004,406
Housing,Natural gas,75 and over,2005,474
Housing,Natural gas,75 and over,2006,488
Housing,Natural gas,75 and over,2007,470
Housing,Natural gas,75 and over,2008,526
Housing,Natural gas,75 and over,2009,504
Housing,Natural gas,75 and over,2010,467
Housing,Natural gas,75 and over,2011,426
Housing,Natural gas,75 and over,2012,337
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2003,991
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2004,542
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2005,720
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2006,943
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2007,1058
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2008,615
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2009,542
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2010,393
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2011,610
Transportation,"Vehicle purchases: Cars and trucks, new",0 to 25,2012,809
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2003,1757
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2004,1901
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2005,1877
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2006,1960
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2007,1541
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2008,1336
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2009,1063
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2010,1483
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2011,1243
Transportation,"Vehicle purchases: Cars and trucks, new",25 and 34,2012,1842
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2003,2221
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2004,2204
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2005,2381
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2006,1999
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2007,1955
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2008,1420
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2009,1199
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2010,1341
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2011,1629
Transportation,"Vehicle purchases: Cars and trucks, new",35 and 44,2012,1551
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2003,2569
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2004,1827
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2005,2160
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2006,2087
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2007,1645
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2008,1588
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2009,1618
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2010,1480
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2011,1119
Transportation,"Vehicle purchases: Cars and trucks, new",45 and 54,2012,1976
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2003,2624
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2004,2311
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2005,2370
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2006,1867
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2007,1700
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2008,1572
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2009,1623
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2010,1452
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2011,1671
Transportation,"Vehicle purchases: Cars and trucks, new",55 and 64,2012,1714
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2003,1900
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2004,1561
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2005,1761
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2006,2210
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2007,1721
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2008,1115
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2009,1604
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2010,719
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2011,1190
Transportation,"Vehicle purchases: Cars and trucks, new",65 and 74,2012,1903
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2003,1280
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2004,630
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2005,973
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2006,520
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2007,668
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2008,634
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2009,778
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2010,670
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2011,718
Transportation,"Vehicle purchases: Cars and trucks, new",75 and over,2012,865
Apparel,Other apparel products and services,0 to 25,2003,184
Apparel,Other apparel products and services,0 to 25,2004,188
Apparel,Other apparel products and services,0 to 25,2005,189
Apparel,Other apparel products and services,0 to 25,2006,234
Apparel,Other apparel products and services,0 to 25,2007,237
Apparel,Other apparel products and services,0 to 25,2008,192
Apparel,Other apparel products and services,0 to 25,2009,163
Apparel,Other apparel products and services,0 to 25,2010,177
Apparel,Other apparel products and services,0 to 25,2011,189
Apparel,Other apparel products and services,0 to 25,2012,185
Apparel,Other apparel products and services,25 and 34,2003,327
Apparel,Other apparel products and services,25 and 34,2004,342
Apparel,Other apparel products and services,25 and 34,2005,330
Apparel,Other apparel products and services,25 and 34,2006,313
Apparel,Other apparel products and services,25 and 34,2007,281
Apparel,Other apparel products and services,25 and 34,2008,284
Apparel,Other apparel products and services,25 and 34,2009,253
Apparel,Other apparel products and services,25 and 34,2010,475
Apparel,Other apparel products and services,25 and 34,2011,237
Apparel,Other apparel products and services,25 and 34,2012,288
Apparel,Other apparel products and services,35 and 44,2003,289
Apparel,Other apparel products and services,35 and 44,2004,306
Apparel,Other apparel products and services,35 and 44,2005,336
Apparel,Other apparel products and services,35 and 44,2006,338
Apparel,Other apparel products and services,35 and 44,2007,381
Apparel,Other apparel products and services,35 and 44,2008,259
Apparel,Other apparel products and services,35 and 44,2009,355
Apparel,Other apparel products and services,35 and 44,2010,258
Apparel,Other apparel products and services,35 and 44,2011,274
Apparel,Other apparel products and services,35 and 44,2012,260
Apparel,Other apparel products and services,45 and 54,2003,291
Apparel,Other apparel products and services,45 and 54,2004,264
Apparel,Other apparel products and services,45 and 54,2005,368
Apparel,Other apparel products and services,45 and 54,2006,311
Apparel,Other apparel products and services,45 and 54,2007,287
Apparel,Other apparel products and services,45 and 54,2008,296
Apparel,Other apparel products and services,45 and 54,2009,270
Apparel,Other apparel products and services,45 and 54,2010,241
Apparel,Other apparel products and services,45 and 54,2011,228
Apparel,Other apparel products and services,45 and 54,2012,253
Apparel,Other apparel products and services,55 and 64,2003,297
Apparel,Other apparel products and services,55 and 64,2004,333
Apparel,Other apparel products and services,55 and 64,2005,323
Apparel,Other apparel products and services,55 and 64,2006,303
Apparel,Other apparel products and services,55 and 64,2007,286
Apparel,Other apparel products and services,55 and 64,2008,272
Apparel,Other apparel products and services,55 and 64,2009,256
Apparel,Other apparel products and services,55 and 64,2010,241
Apparel,Other apparel products and services,55 and 64,2011,239
Apparel,Other apparel products and services,55 and 64,2012,244
Apparel,Other apparel products and services,65 and 74,2003,188
Apparel,Other apparel products and services,65 and 74,2004,165
Apparel,Other apparel products and services,65 and 74,2005,188
Apparel,Other apparel products and services,65 and 74,2006,204
Apparel,Other apparel products and services,65 and 74,2007,190
Apparel,Other apparel products and services,65 and 74,2008,218
Apparel,Other apparel products and services,65 and 74,2009,204
Apparel,Other apparel products and services,65 and 74,2010,210
Apparel,Other apparel products and services,65 and 74,2011,214
Apparel,Other apparel products and services,65 and 74,2012,187
Apparel,Other apparel products and services,75 and over,2003,81
Apparel,Other apparel products and services,75 and over,2004,93
Apparel,Other apparel products and services,75 and over,2005,85
Apparel,Other apparel products and services,75 and over,2006,101
Apparel,Other apparel products and services,75 and over,2007,128
Apparel,Other apparel products and services,75 and over,2008,93
Apparel,Other apparel products and services,75 and over,2009,88
Apparel,Other apparel products and services,75 and over,2010,98
Apparel,Other apparel products and services,75 and over,2011,124
Apparel,Other apparel products and services,75 and over,2012,86
Food,Other dairy products,0 to 25,2003,116
Food,Other dairy products,0 to 25,2004,119
Food,Other dairy products,0 to 25,2005,124
Food,Other dairy products,0 to 25,2006,127
Food,Other dairy products,0 to 25,2007,136
Food,Other dairy products,0 to 25,2008,147
Food,Other dairy products,0 to 25,2009,171
Food,Other dairy products,0 to 25,2010,130
Food,Other dairy products,0 to 25,2011,148
Food,Other dairy products,0 to 25,2012,152
Food,Other dairy products,25 and 34,2003,191
Food,Other dairy products,25 and 34,2004,199
Food,Other dairy products,25 and 34,2005,209
Food,Other dairy products,25 and 34,2006,210
Food,Other dairy products,25 and 34,2007,211
Food,Other dairy products,25 and 34,2008,231
Food,Other dairy products,25 and 34,2009,232
Food,Other dairy products,25 and 34,2010,218
Food,Other dairy products,25 and 34,2011,234
Food,Other dairy products,25 and 34,2012,244
Food,Other dairy products,35 and 44,2003,230
Food,Other dairy products,35 and 44,2004,263
Food,Other dairy products,35 and 44,2005,288
Food,Other dairy products,35 and 44,2006,273
Food,Other dairy products,35 and 44,2007,271
Food,Other dairy products,35 and 44,2008,304
Food,Other dairy products,35 and 44,2009,315
Food,Other dairy products,35 and 44,2010,281
Food,Other dairy products,35 and 44,2011,293
Food,Other dairy products,35 and 44,2012,307
Food,Other dairy products,45 and 54,2003,240
Food,Other dairy products,45 and 54,2004,276
Food,Other dairy products,45 and 54,2005,274
Food,Other dairy products,45 and 54,2006,268
Food,Other dairy products,45 and 54,2007,271
Food,Other dairy products,45 and 54,2008,315
Food,Other dairy products,45 and 54,2009,310
Food,Other dairy products,45 and 54,2010,289
Food,Other dairy products,45 and 54,2011,303
Food,Other dairy products,45 and 54,2012,316
Food,Other dairy products,55 and 64,2003,209
Food,Other dairy products,55 and 64,2004,235
Food,Other dairy products,55 and 64,2005,238
Food,Other dairy products,55 and 64,2006,242
Food,Other dairy products,55 and 64,2007,242
Food,Other dairy products,55 and 64,2008,267
Food,Other dairy products,55 and 64,2009,259
Food,Other dairy products,55 and 64,2010,240
Food,Other dairy products,55 and 64,2011,256
Food,Other dairy products,55 and 64,2012,291
Food,Other dairy products,65 and 74,2003,190
Food,Other dairy products,65 and 74,2004,227
Food,Other dairy products,65 and 74,2005,216
Food,Other dairy products,65 and 74,2006,209
Food,Other dairy products,65 and 74,2007,240
Food,Other dairy products,65 and 74,2008,259
Food,Other dairy products,65 and 74,2009,244
Food,Other dairy products,65 and 74,2010,232
Food,Other dairy products,65 and 74,2011,256
Food,Other dairy products,65 and 74,2012,259
Food,Other dairy products,75 and over,2003,146
Food,Other dairy products,75 and over,2004,161
Food,Other dairy products,75 and over,2005,160
Food,Other dairy products,75 and over,2006,151
Food,Other dairy products,75 and over,2007,169
Food,Other dairy products,75 and over,2008,186
Food,Other dairy products,75 and over,2009,195
Food,Other dairy products,75 and over,2010,176
Food,Other dairy products,75 and over,2011,207
Food,Other dairy products,75 and over,2012,178
Housing,Other lodging,0 to 25,2003,216
Housing,Other lodging,0 to 25,2004,244
Housing,Other lodging,0 to 25,2005,190
Housing,Other lodging,0 to 25,2006,203
Housing,Other lodging,0 to 25,2007,173
Housing,Other lodging,0 to 25,2008,206
Housing,Other lodging,0 to 25,2009,176
Housing,Other lodging,0 to 25,2010,231
Housing,Other lodging,0 to 25,2011,345
Housing,Other lodging,0 to 25,2012,230
Housing,Other lodging,25 and 34,2003,243
Housing,Other lodging,25 and 34,2004,227
Housing,Other lodging,25 and 34,2005,241
Housing,Other lodging,25 and 34,2006,307
Housing,Other lodging,25 and 34,2007,263
Housing,Other lodging,25 and 34,2008,328
Housing,Other lodging,25 and 34,2009,398
Housing,Other lodging,25 and 34,2010,336
Housing,Other lodging,25 and 34,2011,316
Housing,Other lodging,25 and 34,2012,304
Housing,Other lodging,35 and 44,2003,423
Housing,Other lodging,35 and 44,2004,381
Housing,Other lodging,35 and 44,2005,427
Housing,Other lodging,35 and 44,2006,541
Housing,Other lodging,35 and 44,2007,677
Housing,Other lodging,35 and 44,2008,621
Housing,Other lodging,35 and 44,2009,593
Housing,Other lodging,35 and 44,2010,515
Housing,Other lodging,35 and 44,2011,510
Housing,Other lodging,35 and 44,2012,483
Housing,Other lodging,45 and 54,2003,688
Housing,Other lodging,45 and 54,2004,710
Housing,Other lodging,45 and 54,2005,770
Housing,Other lodging,45 and 54,2006,807
Housing,Other lodging,45 and 54,2007,936
Housing,Other lodging,45 and 54,2008,986
Housing,Other lodging,45 and 54,2009,894
Housing,Other lodging,45 and 54,2010,861
Housing,Other lodging,45 and 54,2011,756
Housing,Other lodging,45 and 54,2012,907
Housing,Other lodging,55 and 64,2003,623
Housing,Other lodging,55 and 64,2004,743
Housing,Other lodging,55 and 64,2005,747
Housing,Other lodging,55 and 64,2006,873
Housing,Other lodging,55 and 64,2007,1161
Housing,Other lodging,55 and 64,2008,1128
Housing,Other lodging,55 and 64,2009,1031
Housing,Other lodging,55 and 64,2010,931
Housing,Other lodging,55 and 64,2011,969
Housing,Other lodging,55 and 64,2012,949
Housing,Other lodging,65 and 74,2003,419
Housing,Other lodging,65 and 74,2004,527
Housing,Other lodging,65 and 74,2005,619
Housing,Other lodging,65 and 74,2006,592
Housing,Other lodging,65 and 74,2007,664
Housing,Other lodging,65 and 74,2008,652
Housing,Other lodging,65 and 74,2009,706
Housing,Other lodging,65 and 74,2010,766
Housing,Other lodging,65 and 74,2011,929
Housing,Other lodging,65 and 74,2012,845
Housing,Other lodging,75 and over,2003,291
Housing,Other lodging,75 and over,2004,303
Housing,Other lodging,75 and over,2005,258
Housing,Other lodging,75 and over,2006,284
Housing,Other lodging,75 and over,2007,540
Housing,Other lodging,75 and over,2008,522
Housing,Other lodging,75 and over,2009,471
Housing,Other lodging,75 and over,2010,481
Housing,Other lodging,75 and over,2011,525
Housing,Other lodging,75 and over,2012,467
Housing,Fuel oil and other fuels,0 to 25,2003,23
Housing,Fuel oil and other fuels,0 to 25,2004,28
Housing,Fuel oil and other fuels,0 to 25,2005,36
Housing,Fuel oil and other fuels,0 to 25,2006,30
Housing,Fuel oil and other fuels,0 to 25,2007,28
Housing,Fuel oil and other fuels,0 to 25,2008,25
Housing,Fuel oil and other fuels,0 to 25,2009,16
Housing,Fuel oil and other fuels,0 to 25,2010,20
Housing,Fuel oil and other fuels,0 to 25,2011,19
Housing,Fuel oil and other fuels,0 to 25,2012,22
Housing,Fuel oil and other fuels,25 and 34,2003,62
Housing,Fuel oil and other fuels,25 and 34,2004,61
Housing,Fuel oil and other fuels,25 and 34,2005,65
Housing,Fuel oil and other fuels,25 and 34,2006,73
Housing,Fuel oil and other fuels,25 and 34,2007,85
Housing,Fuel oil and other fuels,25 and 34,2008,97
Housing,Fuel oil and other fuels,25 and 34,2009,62
Housing,Fuel oil and other fuels,25 and 34,2010,70
Housing,Fuel oil and other fuels,25 and 34,2011,77
Housing,Fuel oil and other fuels,25 and 34,2012,70
Housing,Fuel oil and other fuels,35 and 44,2003,109
Housing,Fuel oil and other fuels,35 and 44,2004,104
Housing,Fuel oil and other fuels,35 and 44,2005,137
Housing,Fuel oil and other fuels,35 and 44,2006,157
Housing,Fuel oil and other fuels,35 and 44,2007,132
Housing,Fuel oil and other fuels,35 and 44,2008,167
Housing,Fuel oil and other fuels,35 and 44,2009,131
Housing,Fuel oil and other fuels,35 and 44,2010,105
Housing,Fuel oil and other fuels,35 and 44,2011,114
Housing,Fuel oil and other fuels,35 and 44,2012,128
Housing,Fuel oil and other fuels,45 and 54,2003,129
Housing,Fuel oil and other fuels,45 and 54,2004,149
Housing,Fuel oil and other fuels,45 and 54,2005,172
Housing,Fuel oil and other fuels,45 and 54,2006,150
Housing,Fuel oil and other fuels,45 and 54,2007,192
Housing,Fuel oil and other fuels,45 and 54,2008,213
Housing,Fuel oil and other fuels,45 and 54,2009,179
Housing,Fuel oil and other fuels,45 and 54,2010,150
Housing,Fuel oil and other fuels,45 and 54,2011,175
Housing,Fuel oil and other fuels,45 and 54,2012,143
Housing,Fuel oil and other fuels,55 and 64,2003,146
Housing,Fuel oil and other fuels,55 and 64,2004,161
Housing,Fuel oil and other fuels,55 and 64,2005,172
Housing,Fuel oil and other fuels,55 and 64,2006,167
Housing,Fuel oil and other fuels,55 and 64,2007,171
Housing,Fuel oil and other fuels,55 and 64,2008,254
Housing,Fuel oil and other fuels,55 and 64,2009,177
Housing,Fuel oil and other fuels,55 and 64,2010,194
Housing,Fuel oil and other fuels,55 and 64,2011,197
Housing,Fuel oil and other fuels,55 and 64,2012,164
Housing,Fuel oil and other fuels,65 and 74,2003,140
Housing,Fuel oil and other fuels,65 and 74,2004,163
Housing,Fuel oil and other fuels,65 and 74,2005,199
Housing,Fuel oil and other fuels,65 and 74,2006,168
Housing,Fuel oil and other fuels,65 and 74,2007,185
Housing,Fuel oil and other fuels,65 and 74,2008,251
Housing,Fuel oil and other fuels,65 and 74,2009,192
